username,full_name,is_verified,has_anonymous_profile_picture,biography_len,external_url,followers,following,has_clips,highlight_count,is_professional_account,is_private,media_count,total_tags,total_likes,total_comments,name_length,media_count_of_data_collected,average_likes
xx_ashfak__,💕- محمد اشفاق-💕,0,0,25,0,632,514,1,9,0,1,9,1,1414,119,15.0,9,157.11111111111111
th_eja_,The_ja,0,0,0,0,371,447,0,0,0,1,2,0,228,18,6.0,2,114.0
hxskyxx.xo,0,0,0,4,0,34,33,0,0,0,1,2,0,31,5,0.0,2,15.5
fa_yi_l,F_a_yil,0,0,0,0,803,788,0,4,0,1,42,24,2611,286,7.0,12,217.58333333333334
nandhulalvm,𝓷𝓪𝓷𝓭𝓱𝓾𝓵𝓪𝓵,0,0,40,0,462,552,0,2,0,1,18,16,1814,55,9.0,12,151.16666666666666
adarshm_001,Adarsh m,0,0,15,0,941,882,0,3,0,0,2,0,590,49,8.0,2,295.0
manojgolla02,Manoj Golla,0,0,0,0,263,435,0,0,0,1,0,0,0,0,11.0,0,0.0
muhd_nihal___,محمد نهال 🥀,0,0,1,0,1265,466,0,3,1,0,13,3,2273,121,11.0,12,189.41666666666666
sasnanahas,SasnaNahas,0,0,0,0,18,35,0,0,0,0,0,0,0,0,10.0,0,0.0
remya_harish_,Remya Harish,0,0,109,0,202,475,0,0,0,1,0,0,0,0,12.0,0,0.0
anandraj_br,ANAND RAJ B.R,0,0,78,0,208,177,1,0,1,0,11,37,944,203,13.0,11,85.81818181818181
_.a_swin._,Aswin,0,0,47,0,159,197,0,0,0,0,0,0,0,0,5.0,0,0.0
nijas__mhd__,🦋محمد نجاس🦋,0,0,24,0,1963,1441,1,12,1,0,87,12,3274,120,11.0,12,272.8333333333333
k___z____r,KiranLal,0,0,76,0,197,183,0,1,0,1,6,32,332,1,8.0,6,55.333333333333336
v__a_s_c__o_,ᴀ ʀ ᴊ ᴜ ɴ  ᴠᴀꜱᴄᴏ,0,0,120,0,794,5345,1,19,0,0,6,4,897,80,16.0,6,149.5
_a_m.a_l__,Amal,0,0,2,0,937,1706,0,0,0,0,1,0,211,25,4.0,1,211.0
shafi______nasar,𝒮𝒽𝒶𝒻𝒾 𝓃𝒶𝓈𝒶𝓇,0,0,38,0,474,719,0,4,0,1,60,9,1172,108,11.0,12,97.66666666666667
saniga_s.kumar,s❤ɐuᴉ,0,0,97,0,327,328,0,7,0,1,5,11,902,60,5.0,5,180.4
abhishek_6663,Abhishek op,0,0,0,0,224,646,0,0,0,0,0,0,0,0,11.0,0,0.0
_shan_sheri_,shahana sherin♡︎,0,0,15,0,686,606,0,6,0,1,0,0,0,0,16.0,0,0.0
cherogill_,Adheena Babu,0,0,93,1,1820,422,1,9,0,0,293,2,2259,97,12.0,12,188.25
_m_i_d_h_u,midlaj,0,0,7,0,581,660,0,0,1,0,12,29,2387,36,6.0,12,198.91666666666666
m_i_n_d.r_e_a_d_e_r_,aathira,0,0,56,0,115,111,0,1,0,0,11,3,702,56,7.0,11,63.81818181818182
jerin.shaji13,Jerin Shaji,0,0,45,0,765,794,0,1,1,0,67,37,2498,187,11.0,12,208.16666666666666
__.ananthika.__,Ananthika,0,0,85,0,1106,566,0,5,0,0,3,5,1562,210,9.0,3,520.6666666666666
nourin7981,nourin,0,0,0,0,90,46,1,0,0,0,33,0,97,1,6.0,12,8.083333333333334
aj__al__93,♡__DeAd__LiFe__🌻,0,0,0,0,858,654,0,7,1,0,6,4,1153,59,16.0,6,192.16666666666666
13_silent_eyes_13,Shahnaz Sultana,0,0,76,0,148,144,0,1,1,0,30,0,222,4,15.0,12,18.5
bingazuran,Hrishikesh P,0,0,42,0,404,448,1,2,1,0,40,27,1936,396,12.0,12,161.33333333333334
_shibinlal,SHIBI,0,0,92,0,1351,1145,0,0,1,0,2,7,2134,188,5.0,2,1067.0
hk_sud_30,HariShankar Sudheer,0,0,39,0,260,357,0,2,0,1,0,0,0,0,19.0,0,0.0
__mad___psycho__,ꪜỉకꫝ᭢ꪊ,0,0,103,0,371,870,0,3,1,0,28,1,795,20,7.0,12,66.25
kutty_sankaran_,Deva..,0,0,17,0,312,247,0,0,0,1,6,16,921,309,6.0,6,153.5
_shibilshan__,🍀محمد شبل🍀🚫_‾᷄MDS‾᷅_,0,0,45,0,905,239,1,9,0,1,53,26,2218,127,20.0,12,184.83333333333334
abhijith.o.m,ABHIJITH . O . M,0,0,112,0,1191,1074,1,3,0,0,46,24,3360,622,16.0,12,280.0
sreehari_nandhu_,SREEHARI,0,0,0,0,437,509,0,0,0,0,7,14,1240,245,8.0,7,177.14285714285714
sidh4rth_,Sidharth,0,0,7,0,892,880,0,0,0,1,0,0,0,0,8.0,0,0.0
_fahil__fahii_,__fahii__,0,0,150,0,726,425,1,15,0,0,53,20,2809,349,9.0,12,234.08333333333334
muhammdsuhail_,Muhammed Suhail,0,0,60,0,636,317,1,8,1,0,8,5,857,34,15.0,8,107.125
anek_c_b,Anek CB,0,0,44,1,1166,1123,1,9,0,1,27,40,3802,391,7.0,12,316.8333333333333
sal.maan__,SALMAN 💫,0,0,1,0,145,170,0,0,0,0,0,0,0,0,8.0,0,0.0
____karthika____,𝕂𝕒𝕣𝕥𝕙𝕚𝕜𝕒,0,0,94,1,1181,868,0,12,0,1,7,5,2722,202,8.0,7,388.85714285714283
_praveena_kumaraswamy,प्रवीणा 🦋,0,0,17,1,702,680,0,6,0,1,47,72,3881,376,9.0,12,323.4166666666667
adwaith_l,adwaith lohil,0,0,80,0,972,982,0,0,0,1,37,53,4398,258,13.0,12,366.5
akash___r,Akash R,0,0,72,0,565,701,0,24,0,1,21,3,1553,22,7.0,12,129.41666666666666
maks_00_d,Mksd,0,0,36,0,717,351,0,4,1,0,25,102,1837,66,4.0,12,153.08333333333334
adithya_sadasivan,adithya_sadasivan,0,0,0,0,135,407,0,0,0,1,18,4,871,74,17.0,12,72.58333333333333
__c___p___,ʙɪʙɪɴ  ᴄ  ᴘ,0,0,3,0,617,624,0,4,1,0,11,45,2094,96,11.0,11,190.36363636363637
v_i_s__h_n_u_____,vishnu,0,0,0,0,1164,2707,0,0,0,0,13,2,3365,136,6.0,12,280.4166666666667
vishnu_25__,VISHNU M VIJAY,0,0,12,0,1215,765,0,0,0,1,24,13,4264,339,14.0,12,355.3333333333333
athira____menon,𝒜𝓉𝒽𝒾𝓇𝒶 𝓂𝑒𝓃𝑜𝓃,0,0,17,0,475,563,0,1,0,1,21,9,2276,123,12.0,12,189.66666666666666
i_am_shahal,Muhammed shahal,0,0,53,1,64,71,0,0,0,0,0,0,0,0,15.0,0,0.0
_ab_hi_,Abhinand,0,0,58,0,261,222,0,0,1,0,1,0,88,5,8.0,1,88.0
muh____d__shamil,Muhammed Shamil,0,0,0,0,952,883,1,8,0,1,78,24,1868,44,15.0,12,155.66666666666666
abh_i_nandh,`,0,0,14,0,892,543,0,1,0,0,0,0,0,0,1.0,0,0.0
k_z_r_vi_ll_an,K z r😍,0,0,108,0,776,286,0,10,1,0,50,217,2472,532,6.0,12,206.0
pranay____007,Pranay Gopalkrishnan,0,0,112,0,634,866,1,0,1,0,29,10,1676,204,20.0,12,139.66666666666666
jishnu_pv__,Jishnu Pv,0,0,21,0,1189,1329,0,11,0,0,14,51,3377,163,9.0,12,281.4166666666667
__indru_,INDRAJ,0,0,73,0,824,639,0,9,0,0,18,26,3028,347,6.0,12,252.33333333333334
adnan_muhd_yoonus,Adnan Muhammed Yoonus,0,0,18,0,725,1019,1,5,1,0,44,8,2499,144,21.0,12,208.25
_azlam___,توفيق أسلم,0,0,81,0,1226,1239,0,1,1,0,5,11,1170,109,11.0,5,234.0
sxnjxnx777,sanjana,0,0,22,0,131,138,0,0,0,1,22,28,746,127,7.0,12,62.166666666666664
alan_baiju,𝘼𝙡𝙖𝙣,0,0,56,0,1175,1002,0,4,0,1,13,38,2794,404,4.0,12,232.83333333333334
__akhil_p_s__,AKHIL P S,0,0,13,0,174,242,0,0,0,0,4,5,308,27,9.0,4,77.0
f______ae__z,F A R I Z  A Z I Z,0,0,0,0,1101,1424,0,2,0,1,1,9,189,10,18.0,1,189.0
manvendrasharma2030,0,0,0,0,0,56,63,0,0,0,1,0,0,0,0,0.0,0,0.0
fida_rash__d_,_𝖋𝖎𝖉𝖆_,0,0,28,0,323,284,0,0,0,1,4,10,517,27,6.0,4,129.25
sne__ha__sree,Sne__ha__,0,0,17,0,246,331,0,0,0,1,1,5,103,26,9.0,1,103.0
anand_raj_br,Anandraj,0,0,149,0,2211,2006,1,4,1,0,63,56,8707,505,8.0,12,725.5833333333334
shajinasrbz,Shajinas Rbz,0,0,0,0,351,145,0,0,0,0,28,0,955,44,12.0,12,79.58333333333333
_n4mii._,ɴᴀᴍɪᴛʜᴀ s,0,0,53,0,691,678,0,7,0,1,10,21,2744,273,9.0,10,274.4
______pranav____,__am ok__,0,0,26,0,1002,1047,0,8,0,0,7,34,2299,150,9.0,7,328.42857142857144
anek.c.b,Anek,0,0,28,0,131,142,0,0,0,0,0,0,0,0,4.0,0,0.0
shaliques,Shalique Shoukath,0,0,81,1,2825,1484,1,14,0,1,188,2,3474,43,17.0,12,289.5
_.totti._____,•𝒜𝒷𝒽𝒾 •🌻,0,0,1,0,910,379,0,0,0,0,4,5,759,81,8.0,4,189.75
rohit_gen,Rohit Genome,0,0,0,0,449,495,0,0,0,1,0,0,0,0,12.0,0,0.0
midhu.n._,MIDHUN✨,0,0,0,0,713,400,0,5,1,0,17,8,2153,624,7.0,12,179.41666666666666
_click_to_shoot,_click_to_shoot,0,0,98,0,290,725,1,0,1,0,70,0,370,3,15.0,12,30.833333333333332
__nef__si,__nef__si,0,0,15,0,458,175,0,2,0,1,0,0,0,0,9.0,0,0.0
nvy_n3o,നിന്നിലെ എന്നെഴുത്ത്,0,0,110,0,210,393,0,1,1,0,8,84,603,78,20.0,8,75.375
ameenshaa___,شامل امين,0,0,9,0,672,803,0,1,1,0,5,11,821,22,9.0,5,164.2
z3r0k._,0,0,0,27,0,167,185,0,0,0,1,23,22,1035,119,0.0,12,86.25
akhil_muhammed__,0,0,0,8,0,825,638,1,6,0,1,16,12,2990,93,0.0,12,249.16666666666666
sa_y_and_shajil,Sayand,0,0,33,0,594,574,1,8,0,1,47,37,2587,336,6.0,12,215.58333333333334
_jr.are_key_,ABHiNAND,0,1,0,0,428,666,0,0,0,0,0,0,0,0,8.0,0,0.0
anu._dev,Anu dev,0,0,0,0,712,736,0,0,1,0,29,14,2992,291,7.0,12,249.33333333333334
the_winterpilot_,ᴛʜᴇ ᴡɪɴᴛᴇʀᴘɪʟᴏᴛ,0,0,27,0,1107,466,1,4,1,0,25,32,1540,146,15.0,12,128.33333333333334
yadhu.jpg,Yadhu Krishna M,0,0,1,1,987,1272,0,8,1,0,61,30,2407,92,15.0,12,200.58333333333334
shajilashefeer,shajila shefeer ali,0,0,51,0,130,19,0,0,0,0,5,4,349,23,19.0,5,69.8
_lesoon_,lezun,0,0,1,0,1437,697,1,10,0,0,32,25,4528,244,5.0,12,377.3333333333333
shankar_m_v,0,0,0,0,0,428,447,0,0,0,1,4,14,748,96,0.0,4,187.0
_vipulv,ѴιƤʋ˩ Ѵ,0,0,85,0,422,416,1,12,0,0,16,50,2195,470,7.0,12,182.91666666666666
a_k_p7777,Amrit K Pillai,0,0,46,0,354,603,0,1,0,1,0,0,0,0,14.0,0,0.0
govind.v.gopal12,G O V i N D,0,0,11,1,1444,1438,0,0,1,0,45,25,5236,372,11.0,12,436.3333333333333
aksebz000,ak sebz,0,0,54,0,193,316,0,0,0,1,17,6,612,10,7.0,12,51.0
ammuz_ganna,ammu💕,0,0,147,0,6083,299,1,24,0,1,322,40,3488,120,5.0,12,290.6666666666667
abhijithvikas,Abhijith Vikas,0,0,131,0,1063,1548,1,11,0,0,180,14,2951,150,14.0,12,245.91666666666666
n_a_e_e_m_t_p,نَعِيم,0,0,33,0,1467,1774,1,47,1,0,244,0,1090,16,6.0,12,90.83333333333333
mukil_suresh_5342,Mukil Suresh,0,0,52,0,594,1139,0,0,0,1,46,37,2766,276,12.0,12,230.5
aswin_s__k,ᴀꜱᴡɪɴ ꜱᴋ,0,0,24,0,229,189,0,0,0,0,4,11,303,113,8.0,4,75.75
____anshi.__,UA,0,0,44,0,457,97,1,1,1,0,19,1,2083,94,2.0,12,173.58333333333334
catagra_,Cᴀᴛᴀɢʀᴀ ᴏʀɴᴀᴍᴇɴᴛᴀʟ ғɪsʜ ғᴀʀᴍ,0,0,77,0,259,1002,0,0,0,0,12,0,528,9,28.0,12,44.0
iam__madmaddy,Mohammed Ijas S,0,0,19,0,167,266,0,0,0,1,0,0,0,0,15.0,0,0.0
sudu_sudev,Sudev K U,0,0,52,0,967,985,0,0,0,1,16,68,3235,368,9.0,12,269.5833333333333
rashidrahmanrbz,RbZ Rashid Rahman,0,0,0,0,645,1695,0,0,0,0,7,0,853,44,17.0,7,121.85714285714286
adil_1813,عادل سهد 🌼,0,0,22,0,1147,971,0,2,0,0,21,39,6059,262,10.0,12,504.9166666666667
anu._krishna._,Anukrishna PK🤓,0,0,101,1,738,835,0,16,1,0,26,27,2223,243,14.0,12,185.25
prarthik_km__,prarthik,0,0,97,0,2677,959,1,9,1,0,11,31,3883,175,8.0,11,353.0
ajil.ak.2255,Ajil AK,0,0,26,0,690,564,0,0,0,0,3,25,584,83,7.0,3,194.66666666666666
ianuzrin._,𝑨𝒏𝒖𝒔𝒓𝒊𝒏❕,0,0,6,0,428,310,0,1,0,1,0,0,0,0,8.0,0,0.0
k.r.i.s.h.n.a_19,Krishna Sudheer,0,0,2,0,630,1307,0,0,0,0,3,3,695,126,15.0,3,231.66666666666666
_mojo__jojo____,Priya T V,0,0,80,0,897,716,1,14,0,1,226,1,3216,79,9.0,12,268.0
xi_xi_xo,0,0,1,0,0,389,190,0,0,1,0,0,0,0,0,0.0,0,0.0
_sreeram.anil_,Sreeram Anil,0,0,23,0,620,517,0,0,0,1,2,15,443,13,12.0,2,221.5
fadil___firoz,MUHAMMED FADIL FIROZ,0,0,110,0,97,88,1,5,0,1,10,1,320,8,20.0,10,32.0
anand_601,ANAND K K,0,0,0,0,422,400,0,1,0,1,44,32,852,14,9.0,12,71.0
___munavir___,مُحَمّدْ مُنَوِرْ,0,0,64,0,2016,1194,1,5,0,0,128,19,4994,318,17.0,12,416.1666666666667
roo._.th,RO HIT🥀,0,0,12,1,162,127,0,0,0,0,6,4,450,98,7.0,6,75.0
akymaster,Akshay V,0,0,0,1,640,751,0,0,0,1,9,2,1123,33,8.0,9,124.77777777777777
__fluffy_duffy,Arya Nimmy Raju,0,0,108,0,511,633,1,3,0,1,195,6,1998,176,15.0,12,166.5
_rahoool_,Rahul Mohan,0,0,45,0,554,1026,0,0,0,1,8,19,1178,188,11.0,8,147.25
gunasekhar15__,Guna Sekhar,0,0,0,0,156,171,0,0,0,1,0,0,0,0,11.0,0,0.0
karthika_kan,Karthika A Nair,0,0,44,0,304,370,0,1,0,1,18,28,1764,104,15.0,12,147.0
__.psycho._.guy.__,Bharath,0,0,0,0,380,454,0,4,0,1,10,39,1078,47,7.0,10,107.8
ame2n_,🌱أبو آمين‏,0,0,0,0,561,344,0,3,0,1,0,0,0,0,13.0,0,0.0
meenakshy_sreedhar_,Meenakshy Sreedhar,0,0,1,0,639,531,0,5,0,1,9,21,2230,148,18.0,9,247.77777777777777
yaswanthjonnalagadda,💗Yaswanth Jonnalagadda 💗,0,0,31,0,332,395,0,5,0,1,3,2,269,27,24.0,3,89.66666666666667
rohith_rkr_,R💫hith,0,0,39,0,867,827,0,0,0,1,6,1,1723,63,6.0,6,287.1666666666667
j_a_y_a_2k1,jayasankar pm,0,0,55,0,312,295,0,0,0,0,6,11,733,93,13.0,6,122.16666666666667
__na_hala,Nahala fathima,0,0,9,0,296,301,0,0,0,1,0,0,0,0,14.0,0,0.0
_le_s_t_er_,『LESTER 』❄,0,0,21,0,412,1200,1,3,1,0,18,3,1420,23,10.0,12,118.33333333333333
facesof_neh,Nahala Sherin,0,0,40,0,909,486,1,11,1,0,43,14,2500,361,13.0,12,208.33333333333334
jadhus_,Jadheed 🌹,0,0,126,1,2170,1808,1,3,1,0,29,62,1256,28,9.0,12,104.66666666666667
th_e_rta,𝗧𝗵𝗲𝗲𝗿𝘁𝗵𝗮🦋,0,0,108,0,460,300,0,1,0,1,0,0,0,0,9.0,0,0.0
kri_s_.h,Anantha krishnan,0,0,106,0,616,593,0,4,0,1,21,67,2011,196,16.0,12,167.58333333333334
a._na._g._ha,_Anagha_,0,0,42,0,609,603,0,3,0,1,0,0,0,0,8.0,0,0.0
a_k_a_s_h_leo,Akash NK,0,0,0,0,245,364,0,0,0,0,1,1,145,15,8.0,1,145.0
4ndhu,Anandhu,0,0,0,0,1283,417,0,3,1,0,3,5,999,18,7.0,3,333.0
navya_t.k,Navya Thengakalathil,0,0,63,0,665,1034,0,2,0,1,9,10,1568,72,20.0,9,174.22222222222223
r1chu__,𝕂𝕒𝕣𝕥𝕙𝕚𝕜,0,0,22,0,598,480,0,0,0,1,0,0,0,0,7.0,0,0.0
yadukrishnan_,യദുകൃഷ്ണൻ,0,0,1,0,689,723,0,0,0,1,0,0,0,0,9.0,0,0.0
s___m___k____,🍂SURYARAJ M 🍃,0,0,114,0,553,669,0,8,1,0,0,0,0,0,13.0,0,0.0
basila_thasneem,basila thasni,0,0,53,0,547,545,0,22,0,1,52,27,2550,253,13.0,12,212.5
dipin_dahiya,Dipin Dahiya,0,0,88,0,322,298,0,5,0,0,5,1,600,73,12.0,5,120.0
_hemanth._.157,hemanth😎,0,0,83,0,206,132,0,0,1,0,2,0,236,12,8.0,2,118.0
mi_dh___un_,MIDHUN✨,0,0,0,0,389,404,0,1,0,0,0,0,0,0,7.0,0,0.0
_jyothiiikaa_,0,0,0,0,0,889,838,0,10,0,1,2,2,961,104,0.0,2,480.5
rosmin_rosz,Rosmin,0,0,80,0,481,449,0,0,0,1,0,0,0,0,6.0,0,0.0
gou_th__m,Goutham Chandran,0,0,0,0,378,378,0,1,1,0,13,0,1807,11,16.0,12,150.58333333333334
_arvind.pvt,Arvind,0,0,6,0,318,329,0,0,0,1,1,2,133,11,6.0,1,133.0
_.dablo_,Abhiram Murali,0,0,30,0,825,902,0,4,0,1,6,39,1820,261,14.0,6,303.3333333333333
sjnidal,𝗡𝗜𝗗𝗔𝗟,0,0,15,0,811,297,0,5,0,1,0,0,0,0,5.0,0,0.0
__anugrahh__,AnugraH DAS,0,0,52,0,556,472,0,8,0,1,15,29,2181,336,11.0,12,181.75
ardra_nanduz,Ardra Nanduz,0,0,0,0,455,781,0,12,0,1,0,0,0,0,12.0,0,0.0
_a.b.hi_._,̸̸̸̸̸̸̸̸̸Ａｂｈｉｎａｖ.Ｐ.Ｋ,0,0,18,0,607,504,0,1,0,1,0,0,0,0,20.0,0,0.0
tejeshwar.mk,0,0,0,50,0,471,730,0,0,0,1,3,5,349,18,0.0,3,116.33333333333333
_.a.t.u.l._,Atul.,0,0,7,0,529,649,0,0,0,1,1,13,227,54,5.0,1,227.0
megha_p_k_sh,Megha Prakash,0,0,38,0,728,730,0,2,0,1,1,1,337,34,13.0,1,337.0
mathumal_07,Adarsh Mathumal,0,0,0,0,450,644,0,0,0,0,12,28,2133,405,15.0,12,177.75
a_r_pitha,S_W_£_£_T @ D_R_£_A_M_£_R,0,0,0,0,278,341,1,2,0,1,95,0,705,12,25.0,12,58.75
crazykid521,AMMU,0,0,118,0,318,494,0,0,0,1,1,1,117,6,4.0,1,117.0
gokul_kri_shna,Gokul Krishna G P,0,0,41,1,731,821,1,3,1,0,122,0,962,182,17.0,12,80.16666666666667
_saran_krishna_,S∆R∆N,0,0,49,0,1076,1266,0,2,0,0,17,61,4234,226,5.0,12,352.8333333333333
hanaaaaan._,حنان🍃,0,0,0,0,3843,4827,0,0,0,0,9,3,5378,172,5.0,9,597.5555555555555
sahalsidheeque,sahalsidheeque,0,0,0,0,882,413,0,0,0,0,3,2,1373,37,14.0,3,457.6666666666667
yahyaameen17,Yahya Ameen,0,0,1,0,657,1170,0,5,1,0,19,15,2177,102,11.0,12,181.41666666666666
thejasgopan,THEJ▲S,0,0,40,0,514,796,0,1,0,1,3,9,621,108,6.0,3,207.0
_haris_mohd_,haris_mohd_,0,0,5,0,528,298,0,0,1,0,3,13,752,96,11.0,3,250.66666666666666
stylehomes_rental_apartments,Shine Kottekat Ramakrishnan Kodungallur,0,0,150,0,129,530,1,2,0,0,7,0,92,0,39.0,7,13.142857142857142
cp.shamnad,شمناد,0,1,0,0,263,206,0,0,0,0,0,0,0,0,5.0,0,0.0
___.arjun_.__,Arjun Manoj,0,0,98,0,614,586,0,1,0,1,13,15,2850,248,11.0,12,237.5
a_k_a_s_h_n_k,Akash NK,0,0,0,0,858,892,1,12,1,0,23,24,3346,263,8.0,12,278.8333333333333
_.kudu.__,Kudu,0,0,0,0,805,478,1,0,0,0,4,2,879,15,4.0,4,219.75
_spandana_devisetty_,SPÂÑDÃNĀ🖤,0,0,24,0,598,577,0,7,0,1,10,1,3068,273,13.0,10,306.8
n_i_h_aaa_l,Muhammad Nihal,0,0,96,0,1809,3013,1,13,0,0,29,26,4097,275,14.0,12,341.4166666666667
_arju_.__,arju_.c,0,0,1,0,385,317,0,1,0,0,2,0,353,35,7.0,2,176.5
am_xr.07,AMAR🧢,0,0,149,0,1014,1032,1,10,1,0,1,6,399,16,5.0,1,399.0
_bliss__of__souls_,0,0,0,104,0,238,413,1,1,0,1,7,4,962,67,0.0,7,137.42857142857142
anjanadinesh_,𝓪𝓷𝓳𝓪𝓷𝓪,0,0,30,0,129,121,0,8,0,1,0,0,0,0,6.0,0,0.0
haristr_85,Hari S,0,0,17,1,159,182,0,3,0,0,0,0,0,0,6.0,0,0.0
oru_chattambi_,soorya _Narayan,0,0,79,0,246,292,0,1,0,0,18,128,1452,423,15.0,12,121.0
__akshay_leo__,ᴀᴋsʜᴀʏ_ℓε๏__☬⚠,0,0,120,0,2027,1842,0,8,1,0,40,35,4667,230,14.0,12,388.9166666666667
__nandu_,ABHINAND S NANDU,0,0,126,0,709,698,0,4,0,1,69,11,1901,540,16.0,12,158.41666666666666
__suduuu__,|VASUDEVAN AM|,0,0,38,0,1042,915,0,9,1,0,5,17,2251,87,14.0,5,450.2
____hadi_mhd001,Hadi muhammed,0,0,0,0,1335,4376,0,11,0,1,81,11,1983,40,13.0,12,165.25
_.abh__i,Abhinav vinod CM,0,0,16,0,181,302,0,3,0,0,8,4,606,32,16.0,8,75.75
adil____ibrahim,A  D  I  L,0,0,0,0,798,699,0,0,0,0,2,4,556,65,10.0,2,278.0
abhishek_calicut,Abhishek_calicut,0,0,0,0,224,309,0,0,0,0,11,1,735,5,16.0,11,66.81818181818181
stup1fy.18,Manu,0,0,86,0,854,748,0,3,0,0,11,2,4495,432,4.0,11,408.6363636363636
_.arjun._.rathya._,ArJun RathYa,0,0,17,0,448,438,0,4,0,1,9,43,952,161,12.0,9,105.77777777777777
shafisaf,Muhammed Shafi,0,0,0,0,913,1673,0,5,0,1,36,27,2450,67,14.0,12,204.16666666666666
rohith__j,Rohith,0,0,12,0,509,563,1,1,0,1,37,109,2605,926,6.0,12,217.08333333333334
anj_ana_manu,Anjana Manu,0,0,29,0,415,360,0,0,0,1,0,0,0,0,11.0,0,0.0
iammudassar_27,Mudassar Ahmed Shaik!,0,0,64,0,309,616,0,2,0,1,11,5,1709,221,21.0,11,155.36363636363637
veronica_jai,VɆⱤØJ₳ł,0,0,148,0,105,56,0,8,0,1,42,0,438,28,7.0,12,36.5
m.j_05_,mebal joseph,0,0,2,0,516,516,0,3,0,1,6,26,1001,177,12.0,6,166.83333333333334
gkl_sunil,Gokul Sunil,0,0,2,0,1354,1396,1,6,0,1,4,8,1782,91,11.0,4,445.5
kotlajaideepreddy,Kotla Jaideep Reddy,0,0,0,0,134,164,0,0,0,1,3,0,67,0,19.0,3,22.333333333333332
thoyaja_malisetty,Thoyaja,0,0,47,0,410,485,0,0,0,1,0,0,0,0,7.0,0,0.0
_sandrasajeevan_,_SaNdRa_,0,0,1,0,1175,1061,0,0,0,0,2,0,1323,94,8.0,2,661.5
_shamil_fbz_,🌻_f_b_z_💫🍃,0,0,0,0,3315,2491,0,4,0,0,0,0,0,0,10.0,0,0.0
__hzn_._,Hasnas,0,0,3,0,3516,1811,0,16,0,0,27,23,6590,628,6.0,12,549.1666666666666
nabeel____mohd,N@B€€L !,0,0,0,0,989,2002,0,0,0,0,22,0,2382,75,8.0,12,198.5
_sourav_ch_,Sourav C,0,0,0,1,410,665,0,2,0,1,6,30,776,90,8.0,6,129.33333333333334
mr.karthik_k,Karthik K,0,0,142,0,1876,1743,1,6,1,0,13,11,6283,170,9.0,12,523.5833333333334
itzz_tym_2_confess_amrita,Amrita Confessions..,0,0,145,0,1054,176,0,7,0,0,205,0,2617,57,20.0,12,218.08333333333334
niyuzcreamybitez,CREAMY BITEZ,0,0,85,1,79,88,1,0,1,0,24,0,387,10,12.0,12,32.25
jugalbinni,jugl_,0,0,0,0,562,531,0,0,0,0,5,3,1204,104,5.0,5,240.8
mykoyilandy,MY_KOYILANDY,0,0,103,0,337,1344,0,1,0,0,45,2,844,8,12.0,12,70.33333333333333
abinlalt,the -black -devil-☠️,0,0,26,0,865,1694,0,0,1,0,22,35,1945,34,20.0,12,162.08333333333334
abby_graham0421,Abby Graham,0,0,59,0,188,261,0,0,0,0,49,4,233,9,11.0,12,19.416666666666668
__.ydu.___,Y A D H U,0,0,89,0,2194,1317,1,14,0,1,29,54,9053,236,9.0,12,754.4166666666666
___.orochimaru.___,JAYARAM,0,0,8,0,710,701,0,4,0,1,19,63,2205,71,7.0,12,183.75
__malavika______,MALAVIKA 🦋,0,0,2,0,762,745,0,7,0,1,0,0,0,0,10.0,0,0.0
_abijith_prasanthan_,Abijith Prasanthan,0,0,26,0,490,512,0,2,0,1,10,11,944,43,18.0,10,94.4
anurag_vakkalanka,Anurag Vakkalanka,0,0,43,0,401,424,0,1,0,1,5,1,585,34,17.0,5,117.0
rismila___sharin,RisMila🌸,0,0,6,0,705,591,0,8,0,1,1,4,289,14,8.0,1,289.0
prahalad_krishna,prahalad,0,0,111,0,1217,1212,0,1,0,1,6,15,1658,67,8.0,6,276.3333333333333
aswin_r_kurup_,Aswin R,0,0,0,0,295,418,0,0,0,1,0,0,0,0,7.0,0,0.0
_____anagha_,𝙰𝚗𝚊𝚐𝚑𝚊♥️ 𝚁𝚊𝚖𝚊𝚙𝚛𝚊𝚜𝚊𝚍,0,0,30,0,691,541,0,5,0,1,12,46,3045,328,19.0,12,253.75
nan__dh__ana__,🌻_мεεηυ_🌻,0,0,32,0,1182,251,0,14,0,1,0,0,0,0,9.0,0,0.0
sreeju._,𝐒𝐑𝐄𝐄𝐉𝐈𝐓𝐇,0,0,3,0,496,580,0,0,0,1,1,4,152,48,8.0,1,152.0
riid_a._,ridaaaaaaaaaaa!!,0,0,29,0,536,750,1,5,0,1,7,5,1409,128,16.0,7,201.28571428571428
shmns_sin,shamnas_sin🌻,0,0,18,1,5912,1624,0,15,1,0,154,8,15671,703,12.0,12,1305.9166666666667
preji___,പ്രജി♡,0,0,50,0,3087,3421,0,24,1,0,208,0,3881,152,6.0,12,323.4166666666667
abhinav__c__m,Abhinav vinod c m,0,0,0,0,48,21,0,0,0,0,0,0,0,0,17.0,0,0.0
___abhiji_th___,_abhijith_,0,0,34,0,919,1308,0,0,0,0,15,38,3428,208,10.0,12,285.6666666666667
athulmenon_,Athul Menon,0,0,12,0,713,1161,0,0,0,1,0,0,0,0,11.0,0,0.0
fvz______,.......Favas🔰faz........,0,0,0,0,1272,1003,0,3,1,0,0,0,0,0,24.0,0,0.0
